Year Week,destination_state,Index YOY Change-Search-Hotel
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Arizona,-0.139763642
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Alaska,-0.221177164
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Connecticut,-0.146362797
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Arkansas,-0.107016415
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Colorado,-0.368730374
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Delaware,-0.081178803
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Georgia,-0.094517531
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Alaska,-0.48570275
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Georgia,-0.393382736
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Arkansas,-0.475112328
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Alabama,-0.292428168
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Florida,-0.342720557
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Delaware,-0.299202291
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",California,-0.532740344
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Colorado,-0.646215708
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Connecticut,-0.554195114
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Arizona,-0.314191904
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Colorado,-1.233948138
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Florida,-0.972732117
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Arizona,-0.926649832
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Georgia,-0.858261755
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Alaska,-0.87088459
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Alabama,-0.752023539
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Arkansas,-0.946184225
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Connecticut,-0.983719604
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",California,-1.072895896
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Delaware,-0.737080085
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Alaska,-0.931553883
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Connecticut,-1.04890678
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Alabama,-0.80300342
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Arkansas,-1.006224107
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Colorado,-1.311829219
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Delaware,-0.793008504
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",California,-1.138947478
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Georgia,-0.926813967
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Arizona,-0.999459093
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Florida,-1.060473689
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Alaska,-0.916157868
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Georgia,-0.92217419
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Connecticut,-1.056145698
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Alabama,-0.777466795
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Arkansas,-1.003841253
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Colorado,-1.302427363
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Delaware,-0.760855116
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",California,-1.133210108
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Arizona,-1.013790736
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Florida,-1.072311762
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",California,-1.125295932
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Connecticut,-1.051705468
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Georgia,-0.901428261
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Arizona,-0.996489491
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Colorado,-1.309453984
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Arkansas,-0.993421393
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Florida,-1.050555418
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Alabama,-0.756268017
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Alaska,-0.928997274
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Delaware,-0.760561022
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Arizona,-0.913316314
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Florida,-1.005011728
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Alabama,-0.716609958
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Colorado,-1.279646804
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Arkansas,-0.949674631
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Delaware,-0.705497561
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",California,-1.086092842
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Alaska,-0.87488055
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Connecticut,-1.021096664
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Georgia,-0.8783401
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Florida,-0.987663938
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Delaware,-0.699035599
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Georgia,-0.869906269
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Arkansas,-0.945749779
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",California,-1.08118968
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Alabama,-0.719019621
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Connecticut,-1.032005357
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Arizona,-0.907167512
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Colorado,-1.27454323
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Alaska,-0.853722995
"Apr 27, 2020 to May 3, 2020 (Week 18)",Georgia,-0.852280965
"Apr 27, 2020 to May 3, 2020 (Week 18)",Alabama,-0.677405796
"Apr 27, 2020 to May 3, 2020 (Week 18)",Arkansas,-0.921205714
"Apr 27, 2020 to May 3, 2020 (Week 18)",Arizona,-0.914707412
"Apr 27, 2020 to May 3, 2020 (Week 18)",Florida,-0.926399905
"Apr 27, 2020 to May 3, 2020 (Week 18)",Colorado,-1.26134985
"Apr 27, 2020 to May 3, 2020 (Week 18)",Connecticut,-1.024586
"Apr 27, 2020 to May 3, 2020 (Week 18)",Delaware,-0.665063992
"Apr 27, 2020 to May 3, 2020 (Week 18)",Alaska,-0.849273802
"Apr 27, 2020 to May 3, 2020 (Week 18)",California,-1.075011209
"May 4, 2020 to May 10, 2020 (Week 19)",Colorado,-1.217908631
"May 4, 2020 to May 10, 2020 (Week 19)",Connecticut,-1.009592424
"May 4, 2020 to May 10, 2020 (Week 19)",Alabama,-0.589393392
"May 4, 2020 to May 10, 2020 (Week 19)",Georgia,-0.801635663
"May 4, 2020 to May 10, 2020 (Week 19)",Florida,-0.811866912
"May 4, 2020 to May 10, 2020 (Week 19)",Arizona,-0.826608611
"May 4, 2020 to May 10, 2020 (Week 19)",California,-1.038641936
"May 4, 2020 to May 10, 2020 (Week 19)",Delaware,-0.582208753
"May 4, 2020 to May 10, 2020 (Week 19)",Arkansas,-0.864547125
"May 4, 2020 to May 10, 2020 (Week 19)",Alaska,-0.823681058
"May 11, 2020 to May 17, 2020 (Week 20)",Alabama,-0.564293941
"May 11, 2020 to May 17, 2020 (Week 20)",Alaska,-0.781435313
"May 11, 2020 to May 17, 2020 (Week 20)",Colorado,-1.195161547
"May 11, 2020 to May 17, 2020 (Week 20)",Arkansas,-0.850456358
"May 11, 2020 to May 17, 2020 (Week 20)",California,-1.039902599
"May 11, 2020 to May 17, 2020 (Week 20)",Connecticut,-1.011247364
"May 11, 2020 to May 17, 2020 (Week 20)",Arizona,-0.699741701
"May 11, 2020 to May 17, 2020 (Week 20)",Delaware,-0.500508747
"May 11, 2020 to May 17, 2020 (Week 20)",Georgia,-0.777671182
"May 11, 2020 to May 17, 2020 (Week 20)",Florida,-0.745524023
"May 18, 2020 to May 24, 2020 (Week 21)",Connecticut,-0.96228251
"May 18, 2020 to May 24, 2020 (Week 21)",Alaska,-0.739503884
"May 18, 2020 to May 24, 2020 (Week 21)",Florida,-0.625808664
"May 18, 2020 to May 24, 2020 (Week 21)",California,-0.986430012
"May 18, 2020 to May 24, 2020 (Week 21)",Colorado,-1.135756172
"May 18, 2020 to May 24, 2020 (Week 21)",Alabama,-0.422050665
"May 18, 2020 to May 24, 2020 (Week 21)",Arkansas,-0.747887271
"May 18, 2020 to May 24, 2020 (Week 21)",Georgia,-0.675862077
"May 18, 2020 to May 24, 2020 (Week 21)",Delaware,-0.37928432
"May 18, 2020 to May 24, 2020 (Week 21)",Arizona,-0.479098297
"May 25, 2020 to May 31, 2020 (Week 22)",Arkansas,-0.671748245
"May 25, 2020 to May 31, 2020 (Week 22)",Alaska,-0.63171604
"May 25, 2020 to May 31, 2020 (Week 22)",Connecticut,-0.927141584
"May 25, 2020 to May 31, 2020 (Week 22)",Delaware,-0.109373725
"May 25, 2020 to May 31, 2020 (Week 22)",Alabama,-0.404888734
"May 25, 2020 to May 31, 2020 (Week 22)",Georgia,-0.638074578
"May 25, 2020 to May 31, 2020 (Week 22)",Florida,-0.62321687
"May 25, 2020 to May 31, 2020 (Week 22)",Arizona,-0.401651332
"May 25, 2020 to May 31, 2020 (Week 22)",Colorado,-1.065794101
"May 25, 2020 to May 31, 2020 (Week 22)",California,-0.950693354
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Delaware,-0.086660354
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Connecticut,-0.772568414
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Arizona,-0.453086771
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Florida,-0.590914049
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Alabama,-0.449886032
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Colorado,-1.023434562
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",California,-0.933457759
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Arkansas,-0.607724584
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Georgia,-0.594760969
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Alaska,-0.687929169
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Alaska,-0.502895151
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Arkansas,-0.42370282
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Connecticut,-0.646125087
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Georgia,-0.456511672
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Delaware,0.256234541
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",California,-0.720500552
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Colorado,-0.862637785
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Florida,-0.426684689
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Arizona,-0.315204881
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Alabama,-0.362031938
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",California,-0.793378058
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Delaware,0.087771452
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Alabama,-0.471894774
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Arkansas,-0.526907546
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Alaska,-0.557535622
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Arizona,-0.52035768
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Colorado,-0.969637863
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Connecticut,-0.728092578
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Georgia,-0.553169116
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Florida,-0.630143642
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Arkansas,-0.463242398
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Delaware,0.272918023
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Alaska,-0.52403398
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Florida,-0.668594899
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Connecticut,-0.635438346
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Alabama,-0.410752679
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",California,-0.802075307
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Colorado,-0.874534147
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Georgia,-0.465135071
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Arizona,-0.546352036
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Delaware,-0.292935747
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Colorado,-0.920738071
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Connecticut,-0.781454737
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Alabama,-0.520391557
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Florida,-0.758385418
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Arizona,-0.697431318
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Alaska,-0.731640341
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",California,-0.90180905
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Arkansas,-0.696622068
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Georgia,-0.596028028
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Mississippi,-0.009119136
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Nevada,-0.001186189
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Minnesota,-0.009891975
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Hampshire,-0.014150407
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Massachusetts,-0.006161105
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Michigan,-0.012940653
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Montana,-0.015247856
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Missouri,-0.007169432
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Nebraska,-0.010646293
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Jersey,-0.013725387
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Mississippi,0.063995357
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Hampshire,0.15170415
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Missouri,0.063562418
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Michigan,0.047303436
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Nebraska,0.101712313
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Montana,0.052592958
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Nevada,0.056943242
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Minnesota,0.037685205
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Massachusetts,0.097184472
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Jersey,0.133725918
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Minnesota,0.056786284
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Massachusetts,0.12677836
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Mississippi,0.037038082
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Jersey,0.207762592
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Michigan,-0.001334177
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Nebraska,0.102180051
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Missouri,0.063930988
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Montana,-0.002428241
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Nevada,0.032067104
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Hampshire,0.217308097
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Jersey,0.138515642
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Hampshire,0.151767167
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Nevada,0.006383145
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Missouri,0.023654381
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Montana,0.05880299
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Michigan,0.039101067
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Nebraska,0.066176281
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Massachusetts,0.093236575
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Minnesota,0.042251881
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Mississippi,0.006483099
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Hampshire,0.20346518
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Nebraska,0.124949298
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Montana,0.136321466
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Minnesota,0.097588256
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Missouri,0.073685217
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Nevada,0.033383631
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Massachusetts,0.094025819
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Jersey,0.136835482
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Mississippi,0.07127675
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Michigan,0.088773445
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Montana,0.176298966
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Hampshire,0.108361342
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Mississippi,0.130792756
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Minnesota,0.131225024
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Nebraska,0.063491537
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Massachusetts,0.059002445
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Michigan,0.066825502
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Missouri,0.04042358
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Jersey,0.082839777
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Nevada,0.054776133
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Jersey,0.062670763
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Mississippi,-0.024884654
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Massachusetts,0.02962638
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Missouri,-0.041587471
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Minnesota,0.000522763
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Michigan,-0.008546794
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Montana,-0.063953172
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Hampshire,0.053566865
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Nebraska,0.021397916
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Nevada,0.048043556
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Massachusetts,-0.022568148
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Minnesota,-0.033458374
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Jersey,0.018244707
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Montana,-0.089116377
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Mississippi,-0.049203248
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Nevada,-0.046499126
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Michigan,0.021423558
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Missouri,-0.05497511
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Hampshire,0.029242847
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Nebraska,-0.013832386
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Mississippi,-0.142589467
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Massachusetts,-0.122748478
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Minnesota,-0.088541274
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Michigan,-0.101803352
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Montana,-0.153867247
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Missouri,-0.144433434
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Jersey,-0.116758325
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Hampshire,-0.108265175
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Nebraska,-0.119925478
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Nevada,-0.05321008
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Nebraska,-0.421528716
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Hampshire,-0.48092619
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Missouri,-0.407953408
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Massachusetts,-0.452492972
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Mississippi,-0.355503202
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Jersey,-0.489603756
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Nevada,-0.418154825
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Michigan,-0.380368166
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Montana,-0.267073468
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Minnesota,-0.302217214
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Nevada,-0.71604623
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Hampshire,-0.899950128
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Mississippi,-0.798208394
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Massachusetts,-0.866472506
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Missouri,-0.862839518
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Michigan,-0.88463932
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Montana,-0.76665418
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Jersey,-0.931486873
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Minnesota,-0.732126756
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Nebraska,-0.839073747
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Jersey,-0.995459097
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Nebraska,-0.899554504
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Hampshire,-0.948881873
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Michigan,-0.939492768
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Mississippi,-0.855878136
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Massachusetts,-0.923150025
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Nevada,-0.79664956
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Missouri,-0.918259907
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Montana,-0.813060487
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Minnesota,-0.787947316
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Michigan,-0.923137837
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Massachusetts,-0.921789904
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Nebraska,-0.894656222
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Montana,-0.797741933
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Jersey,-0.997770371
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Mississippi,-0.830169021
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Hampshire,-0.948388907
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Missouri,-0.907990285
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Minnesota,-0.783085764
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Nevada,-0.808279609
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New Hampshire,-0.944844204
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Massachusetts,-0.917644788
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Minnesota,-0.776576361
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New Jersey,-0.995991013
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Montana,-0.759700966
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Missouri,-0.903507269
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Nebraska,-0.887855902
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Nevada,-0.786394442
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Mississippi,-0.824576944
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Michigan,-0.914197502
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Minnesota,-0.750215356
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New Hampshire,-0.919701685
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New Jersey,-0.966225984
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Nebraska,-0.868165794
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Michigan,-0.859357286
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Mississippi,-0.784056091
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Nevada,-0.725217794
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Massachusetts,-0.895790759
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Montana,-0.706914541
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Missouri,-0.871580745
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Minnesota,-0.743208178
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Nebraska,-0.859211556
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Mississippi,-0.779112165
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Montana,-0.735463697
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Nevada,-0.726067352
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Michigan,-0.868495707
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New Hampshire,-0.911394916
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Missouri,-0.85776684
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New Jersey,-0.972626615
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Massachusetts,-0.895909747
"Apr 27, 2020 to May 3, 2020 (Week 18)",Nebraska,-0.846039961
"Apr 27, 2020 to May 3, 2020 (Week 18)",New Hampshire,-0.89950038
"Apr 27, 2020 to May 3, 2020 (Week 18)",Minnesota,-0.725159374
"Apr 27, 2020 to May 3, 2020 (Week 18)",Massachusetts,-0.893527847
"Apr 27, 2020 to May 3, 2020 (Week 18)",Nevada,-0.72240218
"Apr 27, 2020 to May 3, 2020 (Week 18)",Missouri,-0.836635609
"Apr 27, 2020 to May 3, 2020 (Week 18)",Montana,-0.730262304
"Apr 27, 2020 to May 3, 2020 (Week 18)",Michigan,-0.848540758
