Year Week,destination_state,Index YOY Change-Search-Hotel
"Apr 27, 2020 to May 3, 2020 (Week 18)",New Jersey,-0.972010443
"Apr 27, 2020 to May 3, 2020 (Week 18)",Mississippi,-0.746573182
"May 4, 2020 to May 10, 2020 (Week 19)",Massachusetts,-0.871113019
"May 4, 2020 to May 10, 2020 (Week 19)",Missouri,-0.782635844
"May 4, 2020 to May 10, 2020 (Week 19)",Michigan,-0.799854313
"May 4, 2020 to May 10, 2020 (Week 19)",Nebraska,-0.818387766
"May 4, 2020 to May 10, 2020 (Week 19)",Nevada,-0.680237195
"May 4, 2020 to May 10, 2020 (Week 19)",New Hampshire,-0.874174356
"May 4, 2020 to May 10, 2020 (Week 19)",New Jersey,-0.933208304
"May 4, 2020 to May 10, 2020 (Week 19)",Montana,-0.662914724
"May 4, 2020 to May 10, 2020 (Week 19)",Mississippi,-0.693163492
"May 4, 2020 to May 10, 2020 (Week 19)",Minnesota,-0.692846061
"May 11, 2020 to May 17, 2020 (Week 20)",New Hampshire,-0.883414284
"May 11, 2020 to May 17, 2020 (Week 20)",Montana,-0.640046065
"May 11, 2020 to May 17, 2020 (Week 20)",New Jersey,-0.928661035
"May 11, 2020 to May 17, 2020 (Week 20)",Michigan,-0.760560932
"May 11, 2020 to May 17, 2020 (Week 20)",Minnesota,-0.669034102
"May 11, 2020 to May 17, 2020 (Week 20)",Missouri,-0.746106212
"May 11, 2020 to May 17, 2020 (Week 20)",Nevada,-0.632799693
"May 11, 2020 to May 17, 2020 (Week 20)",Mississippi,-0.647073956
"May 11, 2020 to May 17, 2020 (Week 20)",Nebraska,-0.79289663
"May 11, 2020 to May 17, 2020 (Week 20)",Massachusetts,-0.860679482
"May 18, 2020 to May 24, 2020 (Week 21)",Missouri,-0.650487764
"May 18, 2020 to May 24, 2020 (Week 21)",Mississippi,-0.539851846
"May 18, 2020 to May 24, 2020 (Week 21)",Montana,-0.502811797
"May 18, 2020 to May 24, 2020 (Week 21)",Nebraska,-0.733811803
"May 18, 2020 to May 24, 2020 (Week 21)",Michigan,-0.645426165
"May 18, 2020 to May 24, 2020 (Week 21)",New Hampshire,-0.829846856
"May 18, 2020 to May 24, 2020 (Week 21)",Nevada,-0.524037001
"May 18, 2020 to May 24, 2020 (Week 21)",Massachusetts,-0.816608145
"May 18, 2020 to May 24, 2020 (Week 21)",Minnesota,-0.59225781
"May 18, 2020 to May 24, 2020 (Week 21)",New Jersey,-0.872014204
"May 25, 2020 to May 31, 2020 (Week 22)",Nebraska,-0.695737851
"May 25, 2020 to May 31, 2020 (Week 22)",New Jersey,-0.837231224
"May 25, 2020 to May 31, 2020 (Week 22)",Minnesota,-0.537819523
"May 25, 2020 to May 31, 2020 (Week 22)",Montana,-0.475933037
"May 25, 2020 to May 31, 2020 (Week 22)",Massachusetts,-0.788622537
"May 25, 2020 to May 31, 2020 (Week 22)",Michigan,-0.610639625
"May 25, 2020 to May 31, 2020 (Week 22)",Mississippi,-0.489288313
"May 25, 2020 to May 31, 2020 (Week 22)",Missouri,-0.585278019
"May 25, 2020 to May 31, 2020 (Week 22)",New Hampshire,-0.778949261
"May 25, 2020 to May 31, 2020 (Week 22)",Nevada,-0.356258932
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Mississippi,-0.533366532
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Montana,-0.459530105
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Minnesota,-0.52963743
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Nebraska,-0.619662248
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Michigan,-0.609199819
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Missouri,-0.549007319
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Massachusetts,-0.69620703
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Hampshire,-0.647297757
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Jersey,-0.693974483
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Nevada,-0.053189258
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Nevada,0.287647485
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Hampshire,-0.523107453
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Minnesota,-0.373753583
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Mississippi,-0.35310718
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Missouri,-0.405133111
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Montana,-0.343404374
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Michigan,-0.464021562
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Jersey,-0.584796219
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Nebraska,-0.487577155
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Massachusetts,-0.559832551
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Mississippi,-0.384594727
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Michigan,-0.538891173
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Montana,-0.446010693
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Minnesota,-0.425684516
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Hampshire,-0.59361373
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Massachusetts,-0.602895346
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Nebraska,-0.54390122
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Jersey,-0.705443181
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Missouri,-0.468097848
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Nevada,0.033811893
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Mississippi,-0.356101585
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Hampshire,-0.493477229
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Jersey,-0.594364143
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Montana,-0.345489326
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Missouri,-0.398040239
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Nevada,-0.019697979
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Massachusetts,-0.465716092
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Michigan,-0.434852675
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Nebraska,-0.426056393
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Minnesota,-0.342350638
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Mississippi,-0.558951174
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Jersey,-0.719296103
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Hampshire,-0.650035618
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Minnesota,-0.456760974
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Massachusetts,-0.579190142
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Montana,-0.437347563
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Michigan,-0.57949985
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Missouri,-0.577245648
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Nebraska,-0.558510015
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Nevada,-0.205279267
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Ohio,-0.009407151
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Rhode Island,-0.0021447
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New York,-0.007556407
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",South Carolina,-0.0084136
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Pennsylvania,-0.013119854
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Oregon,-0.009731503
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",North Dakota,-0.005348797
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",North Carolina,-0.012735724
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Mexico,-0.008007711
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Oklahoma,-0.007404804
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",North Carolina,0.071284714
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",North Dakota,0.03776503
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Oklahoma,0.075278313
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New York,0.04552168
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Ohio,0.041479624
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Pennsylvania,0.073875457
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Rhode Island,-0.001349838
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Mexico,0.013325324
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",South Carolina,0.119340017
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Oregon,0.041517371
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Ohio,0.042091058
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Oklahoma,0.113225022
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Mexico,0.003079687
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Oregon,0.056612513
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New York,0.03842955
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",North Dakota,0.110364782
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",North Carolina,0.103077006
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Pennsylvania,0.07863043
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Rhode Island,-0.007236536
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",South Carolina,0.092973103
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Oregon,0.080023223
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Ohio,0.069791825
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Oklahoma,0.048272482
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New York,0.024175123
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Rhode Island,0.063154061
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",North Dakota,0.146778304
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Mexico,-0.042635009
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",North Carolina,0.088889816
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",South Carolina,0.016152298
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Pennsylvania,0.037944233
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Oregon,0.149999605
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Pennsylvania,0.084169305
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Oklahoma,0.037930715
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Ohio,0.134831777
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",North Dakota,0.159699462
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",South Carolina,0.074601354
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",North Carolina,0.093421196
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Mexico,0.022035892
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Rhode Island,0.256841956
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New York,0.073507413
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",North Dakota,0.136306359
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New York,0.077244504
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Rhode Island,0.182736562
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Pennsylvania,0.058260734
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Mexico,0.013501342
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",North Carolina,0.050497424
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Ohio,0.124129454
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Oregon,0.140780274
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Oklahoma,-0.016785412
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",South Carolina,0.033570976
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Oklahoma,-0.046761029
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",North Dakota,0.029721148
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",South Carolina,-0.049043122
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Mexico,-0.043130725
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Oregon,0.006304164
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New York,-0.013173689
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Rhode Island,0.035423897
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Ohio,-0.018543955
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Pennsylvania,-0.032357677
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",North Carolina,0.010527977
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New York,-0.081814002
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Rhode Island,-0.018679716
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Ohio,-0.019637914
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Pennsylvania,-0.055818452
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Oregon,-0.059562478
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Oklahoma,-0.095987115
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Mexico,-0.138885754
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",North Carolina,0.027535478
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",South Carolina,-0.069318762
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",North Dakota,-0.027154168
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",North Carolina,-0.118754615
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",South Carolina,-0.158326396
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Rhode Island,-0.103084187
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Ohio,-0.125471321
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New York,-0.134859313
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Oregon,-0.124982185
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Pennsylvania,-0.163258413
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Mexico,-0.211991142
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Oklahoma,-0.206662526
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",North Dakota,-0.172823688
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",North Dakota,-0.364153061
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Rhode Island,-0.227828749
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Ohio,-0.386452642
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New York,-0.315408902
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",South Carolina,-0.391358143
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Mexico,-0.476091952
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Pennsylvania,-0.44980285
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Oregon,-0.343873806
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Oklahoma,-0.479641728
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",North Carolina,-0.437175892
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Rhode Island,-0.786996086
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",South Carolina,-1.005293913
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",North Dakota,-0.871402586
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Oregon,-0.778357424
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",North Carolina,-0.892671847
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Pennsylvania,-0.918318784
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New York,-0.780878876
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Ohio,-0.83238333
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Oklahoma,-0.887318369
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Mexico,-0.744630141
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",North Carolina,-0.957942997
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Oregon,-0.846945794
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Mexico,-0.81340258
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Pennsylvania,-0.981386922
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Oklahoma,-0.930683423
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",North Dakota,-0.923915137
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",South Carolina,-1.090553002
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New York,-0.864858802
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Rhode Island,-0.815547729
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Ohio,-0.898550663
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",North Dakota,-0.891304221
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New York,-0.852654991
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Rhode Island,-0.800035429
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Oklahoma,-0.927846456
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Ohio,-0.882716254
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",South Carolina,-1.10952625
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Mexico,-0.823908901
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Pennsylvania,-0.973061753
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",North Carolina,-0.959086987
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Oregon,-0.842592407
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Oregon,-0.829186333
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Rhode Island,-0.778740019
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New Mexico,-0.820260785
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",South Carolina,-1.094997123
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Pennsylvania,-0.961376097
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New York,-0.841236564
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",North Carolina,-0.936878244
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Ohio,-0.876444928
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",North Dakota,-0.884155806
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Oklahoma,-0.924102235
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",North Dakota,-0.859229544
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",North Carolina,-0.900465001
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Oregon,-0.78658864
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Ohio,-0.844043361
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New York,-0.816991118
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Oklahoma,-0.899208115
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",South Carolina,-1.027599563
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New Mexico,-0.792945752
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Pennsylvania,-0.928865487
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Rhode Island,-0.779692969
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Rhode Island,-0.761178002
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Oklahoma,-0.890006697
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New Mexico,-0.766815273
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New York,-0.820125436
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Oregon,-0.790530915
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",South Carolina,-0.983897386
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Ohio,-0.844218192
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Pennsylvania,-0.919976774
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",North Carolina,-0.892114758
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",North Dakota,-0.861307552
"Apr 27, 2020 to May 3, 2020 (Week 18)",New Mexico,-0.733704186
"Apr 27, 2020 to May 3, 2020 (Week 18)",Rhode Island,-0.758404571
"Apr 27, 2020 to May 3, 2020 (Week 18)",New York,-0.817328033
"Apr 27, 2020 to May 3, 2020 (Week 18)",South Carolina,-0.915083632
"Apr 27, 2020 to May 3, 2020 (Week 18)",Oklahoma,-0.880263719
"Apr 27, 2020 to May 3, 2020 (Week 18)",North Dakota,-0.843308092
"Apr 27, 2020 to May 3, 2020 (Week 18)",Ohio,-0.821198266
"Apr 27, 2020 to May 3, 2020 (Week 18)",North Carolina,-0.880432948
"Apr 27, 2020 to May 3, 2020 (Week 18)",Pennsylvania,-0.906461365
"Apr 27, 2020 to May 3, 2020 (Week 18)",Oregon,-0.763752596
"May 4, 2020 to May 10, 2020 (Week 19)",North Dakota,-0.795904235
"May 4, 2020 to May 10, 2020 (Week 19)",Rhode Island,-0.678545568
"May 4, 2020 to May 10, 2020 (Week 19)",South Carolina,-0.779605745
"May 4, 2020 to May 10, 2020 (Week 19)",Oregon,-0.736604621
"May 4, 2020 to May 10, 2020 (Week 19)",New Mexico,-0.689451314
"May 4, 2020 to May 10, 2020 (Week 19)",Pennsylvania,-0.857600465
"May 4, 2020 to May 10, 2020 (Week 19)",North Carolina,-0.823061736
"May 4, 2020 to May 10, 2020 (Week 19)",Ohio,-0.768937924
"May 4, 2020 to May 10, 2020 (Week 19)",Oklahoma,-0.858769432
"May 4, 2020 to May 10, 2020 (Week 19)",New York,-0.774371923
"May 11, 2020 to May 17, 2020 (Week 20)",Pennsylvania,-0.863813201
"May 11, 2020 to May 17, 2020 (Week 20)",Oregon,-0.704153266
"May 11, 2020 to May 17, 2020 (Week 20)",South Carolina,-0.570208641
"May 11, 2020 to May 17, 2020 (Week 20)",New Mexico,-0.678334763
"May 11, 2020 to May 17, 2020 (Week 20)",New York,-0.763520945
"May 11, 2020 to May 17, 2020 (Week 20)",North Dakota,-0.775834292
"May 11, 2020 to May 17, 2020 (Week 20)",Ohio,-0.746773869
"May 11, 2020 to May 17, 2020 (Week 20)",Oklahoma,-0.848971929
"May 11, 2020 to May 17, 2020 (Week 20)",North Carolina,-0.808286475
"May 11, 2020 to May 17, 2020 (Week 20)",Rhode Island,-0.697723796
"May 18, 2020 to May 24, 2020 (Week 21)",New Mexico,-0.597067452
"May 18, 2020 to May 24, 2020 (Week 21)",Rhode Island,-0.546239549
"May 18, 2020 to May 24, 2020 (Week 21)",Pennsylvania,-0.786408778
"May 18, 2020 to May 24, 2020 (Week 21)",New York,-0.674403004
"May 18, 2020 to May 24, 2020 (Week 21)",North Dakota,-0.650792325
"May 18, 2020 to May 24, 2020 (Week 21)",Oklahoma,-0.792211403
"May 18, 2020 to May 24, 2020 (Week 21)",Ohio,-0.653992171
"May 18, 2020 to May 24, 2020 (Week 21)",North Carolina,-0.718163552
"May 18, 2020 to May 24, 2020 (Week 21)",Oregon,-0.625777675
"May 18, 2020 to May 24, 2020 (Week 21)",South Carolina,-0.459652459
"May 25, 2020 to May 31, 2020 (Week 22)",Oklahoma,-0.731224822
"May 25, 2020 to May 31, 2020 (Week 22)",North Dakota,-0.646254855
"May 25, 2020 to May 31, 2020 (Week 22)",New York,-0.646319664
"May 25, 2020 to May 31, 2020 (Week 22)",Oregon,-0.591891795
"May 25, 2020 to May 31, 2020 (Week 22)",North Carolina,-0.662201151
"May 25, 2020 to May 31, 2020 (Week 22)",Ohio,-0.576380285
"May 25, 2020 to May 31, 2020 (Week 22)",South Carolina,-0.407125743
"May 25, 2020 to May 31, 2020 (Week 22)",Pennsylvania,-0.746582817
"May 25, 2020 to May 31, 2020 (Week 22)",New Mexico,-0.51183806
"May 25, 2020 to May 31, 2020 (Week 22)",Rhode Island,-0.548471365
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oregon,-0.606052663
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Ohio,-0.553120913
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oklahoma,-0.649678541
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Dakota,-0.626698847
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Mexico,-0.483209592
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Pennsylvania,-0.700869896
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Carolina,-0.613538933
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",South Carolina,-0.372640551
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Rhode Island,-0.545707437
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New York,-0.612329219
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oklahoma,-0.523826388
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",South Carolina,-0.317846628
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Dakota,-0.506585368
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Rhode Island,-0.355411569
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Ohio,-0.397532967
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Carolina,-0.491991251
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Pennsylvania,-0.579691285
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oregon,-0.516635791
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New York,-0.475483163
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Mexico,-0.349038205
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New York,-0.476701177
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Rhode Island,-0.422331642
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Mexico,-0.43884659
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Dakota,-0.528398872
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oklahoma,-0.623724465
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Pennsylvania,-0.622047682
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oregon,-0.560256143
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",South Carolina,-0.467287737
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Ohio,-0.448516397
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Carolina,-0.577056557
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oregon,-0.517386946
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Mexico,-0.4727997
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oklahoma,-0.583156721
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Dakota,-0.428388917
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Ohio,-0.352514618
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New York,-0.389352156
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",South Carolina,-0.484862754
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Pennsylvania,-0.548173137
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Rhode Island,-0.342871668
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Carolina,-0.521502297
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",North Dakota,-0.589786314
