Year Week,Week,destination_state,Index YOY Change-Search-Hotel
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,South Carolina,-0.983897386
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Ohio,-0.844218192
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Pennsylvania,-0.919976774
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,North Carolina,-0.892114758
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,North Dakota,-0.861307552
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,New Mexico,-0.733704186
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Rhode Island,-0.758404571
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,New York,-0.817328033
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,South Carolina,-0.915083632
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Oklahoma,-0.880263719
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,North Dakota,-0.843308092
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Ohio,-0.821198266
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,North Carolina,-0.880432948
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Pennsylvania,-0.906461365
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Oregon,-0.763752596
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,North Dakota,-0.795904235
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Rhode Island,-0.678545568
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,South Carolina,-0.779605745
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Oregon,-0.736604621
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,New Mexico,-0.689451314
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Pennsylvania,-0.857600465
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,North Carolina,-0.823061736
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Ohio,-0.768937924
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Oklahoma,-0.858769432
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,New York,-0.774371923
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Pennsylvania,-0.863813201
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Oregon,-0.704153266
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,South Carolina,-0.570208641
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,New Mexico,-0.678334763
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,New York,-0.763520945
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,North Dakota,-0.775834292
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Ohio,-0.746773869
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Oklahoma,-0.848971929
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,North Carolina,-0.808286475
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Rhode Island,-0.697723796
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,New Mexico,-0.597067452
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Rhode Island,-0.546239549
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Pennsylvania,-0.786408778
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,New York,-0.674403004
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,North Dakota,-0.650792325
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Oklahoma,-0.792211403
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Ohio,-0.653992171
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,North Carolina,-0.718163552
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Oregon,-0.625777675
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,South Carolina,-0.459652459
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Oklahoma,-0.731224822
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,North Dakota,-0.646254855
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,New York,-0.646319664
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Oregon,-0.591891795
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,North Carolina,-0.662201151
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Ohio,-0.576380285
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,South Carolina,-0.407125743
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Pennsylvania,-0.746582817
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,New Mexico,-0.51183806
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Rhode Island,-0.548471365
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Oregon,-0.606052663
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Ohio,-0.553120913
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Oklahoma,-0.649678541
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,North Dakota,-0.626698847
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,New Mexico,-0.483209592
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Pennsylvania,-0.700869896
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,North Carolina,-0.613538933
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,South Carolina,-0.372640551
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Rhode Island,-0.545707437
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,New York,-0.612329219
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Oklahoma,-0.523826388
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,South Carolina,-0.317846628
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,North Dakota,-0.506585368
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Rhode Island,-0.355411569
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Ohio,-0.397532967
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,North Carolina,-0.491991251
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Pennsylvania,-0.579691285
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Oregon,-0.516635791
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,New York,-0.475483163
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,New Mexico,-0.349038205
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,New York,-0.476701177
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Rhode Island,-0.422331642
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,New Mexico,-0.43884659
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,North Dakota,-0.528398872
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Oklahoma,-0.623724465
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Pennsylvania,-0.622047682
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Oregon,-0.560256143
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,South Carolina,-0.467287737
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Ohio,-0.448516397
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,North Carolina,-0.577056557
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Oregon,-0.517386946
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,New Mexico,-0.4727997
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Oklahoma,-0.583156721
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,North Dakota,-0.428388917
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Ohio,-0.352514618
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,New York,-0.389352156
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,South Carolina,-0.484862754
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Pennsylvania,-0.548173137
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Rhode Island,-0.342871668
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,North Carolina,-0.521502297
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,North Dakota,-0.589786314
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Ohio,-0.51257439
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,South Carolina,-0.733088503
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,New Mexico,-0.588978283
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Oregon,-0.628201935
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Pennsylvania,-0.689819731
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Oklahoma,-0.657515401
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Rhode Island,-0.423171801
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,North Carolina,-0.663784633
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,New York,-0.520212802
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Vermont,-0.01503176
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Utah,-0.0101915
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Virginia,-0.007346051
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Wisconsin,-0.013741098
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Texas,-0.008910983
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,"Washington, D.C.",0.00817016
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Tennessee,-0.007270082
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,South Dakota,-0.016588258
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,West Virginia,-0.008920822
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Washington,-0.018138992
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Vermont,0.098748528
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,"Washington, D.C.",-0.031735617
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,West Virginia,0.161719678
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Texas,0.035652674
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Washington,0.044022997
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Utah,0.128332534
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Wisconsin,0.074103945
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,South Dakota,0.041204076
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Virginia,0.106726997
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Tennessee,0.02948473
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Utah,0.151574088
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Tennessee,0.040712942
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Washington,0.05792569
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,West Virginia,0.21326878
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,South Dakota,0.023111362
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,"Washington, D.C.",0.110398756
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Virginia,0.157037806
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Texas,0.022904018
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Wisconsin,0.10799421
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Vermont,0.162087945
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,West Virginia,0.091253518
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Vermont,0.034053128
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Wisconsin,0.094545898
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,"Washington, D.C.",-0.052512915
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,South Dakota,0.039482806
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Texas,-0.000951619
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Utah,0.032869979
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Washington,0.015178629
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Tennessee,0.053650188
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Virginia,0.124047169
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Virginia,0.118010264
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Tennessee,0.024125592
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Wisconsin,0.069530437
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,West Virginia,0.098478069
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,South Dakota,0.065338686
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Vermont,0.055495694
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Texas,0.039788826
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,"Washington, D.C.",-0.19634255
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Utah,0.069172747
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Washington,0.062382553
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Utah,-0.013921904
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Tennessee,-0.00280549
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Wisconsin,0.05040825
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Vermont,-0.072410745
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Texas,0.036500571
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,West Virginia,-0.025453623
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,South Dakota,0.054834932
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,"Washington, D.C.",-0.401132411
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Washington,0.057042228
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Virginia,0.074760339
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Texas,-0.045684293
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Vermont,-0.072720341
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Wisconsin,0.003055507
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Virginia,0.042864185
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Washington,-0.051967935
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Utah,-0.044282885
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,South Dakota,-0.119385396
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,West Virginia,-0.021611002
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Tennessee,-0.0613095
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,"Washington, D.C.",-0.41186232
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Wisconsin,0.000971399
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Tennessee,-0.034958375
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Utah,-0.059037702
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Virginia,0.028045092
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,"Washington, D.C.",-0.373240037
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Washington,-0.126954337
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Vermont,-0.098254224
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,South Dakota,-0.124524513
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Texas,-0.067038103
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,West Virginia,-0.053509635
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,West Virginia,-0.195293372
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,South Dakota,-0.228920553
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Washington,-0.343554978
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Texas,-0.135496169
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Tennessee,-0.155119224
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Utah,-0.219909942
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Vermont,-0.201891089
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Virginia,-0.092071014
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Wisconsin,-0.122975683
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,"Washington, D.C.",-0.443197328
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,"Washington, D.C.",-0.565859786
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Wisconsin,-0.443429926
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Virginia,-0.420870735
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,South Dakota,-0.408972401
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Vermont,-0.548961616
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Washington,-0.589910429
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,West Virginia,-0.576225453
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Utah,-0.577196904
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Texas,-0.340493565
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Tennessee,-0.460977487
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,South Dakota,-0.817145335
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Texas,-0.832262538
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Tennessee,-0.981385736
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Vermont,-1.047992934
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Washington,-0.964971283
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Utah,-1.072606004
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Virginia,-0.846887474
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,West Virginia,-1.026535239
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,"Washington, D.C.",-1.024933887
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Wisconsin,-0.923646148
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,"Washington, D.C.",-1.085987956
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Virginia,-0.910229453
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,South Dakota,-0.881744912
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Utah,-1.140996341
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Vermont,-1.11444598
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Tennessee,-1.055538573
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Wisconsin,-0.98862671
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Texas,-0.907082588
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,West Virginia,-1.084396014
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Washington,-1.020791046
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Tennessee,-1.031613342
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Texas,-0.900250785
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Washington,-0.998769569
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Utah,-1.152326345
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,West Virginia,-1.093246881
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,"Washington, D.C.",-1.12330317
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,South Dakota,-0.859761842
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Vermont,-1.121822792
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Virginia,-0.905189716
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Wisconsin,-0.981634775
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Virginia,-0.89524264
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Texas,-0.901509292
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,South Dakota,-0.841527752
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Washington,-1.010779828
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,"Washington, D.C.",-1.119392813
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Tennessee,-1.021618127
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Wisconsin,-0.971288305
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Vermont,-1.112334889
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,West Virginia,-1.078881235
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Utah,-1.13354416
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Utah,-1.099780696
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,"Washington, D.C.",-1.045525539
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,South Dakota,-0.822681184
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Virginia,-0.869306105
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Vermont,-1.089261687
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,West Virginia,-1.026990277
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Tennessee,-0.955907265
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Texas,-0.876049666
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Washington,-0.98265967
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Wisconsin,-0.934667732
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,"Washington, D.C.",-1.115596101
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Utah,-1.072050497
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,West Virginia,-1.037847772
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Vermont,-1.081998545
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Virginia,-0.856158661
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Washington,-0.980673254
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Tennessee,-0.956876136
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Texas,-0.856786022
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Wisconsin,-0.942950548
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,South Dakota,-0.810077621
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Vermont,-1.068792154
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Texas,-0.81609189
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Virginia,-0.839997495
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Washington,-0.972199505
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,South Dakota,-0.777801893
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Tennessee,-0.913572548
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,West Virginia,-1.024903018
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Wisconsin,-0.925209753
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Utah,-1.023990951
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,"Washington, D.C.",-1.117259131
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,South Dakota,-0.718997325
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Washington,-0.942829002
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,West Virginia,-0.994137139
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Wisconsin,-0.894874121
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Tennessee,-0.821760478
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Vermont,-1.024524742
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Texas,-0.762462195
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Virginia,-0.802761788
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Utah,-0.96797218
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,"Washington, D.C.",-1.13040674
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Utah,-0.951646883
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,West Virginia,-0.978433298
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,South Dakota,-0.714078441
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Tennessee,-0.772525817
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Vermont,-1.016920537
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Wisconsin,-0.879529806
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Washington,-0.887538977
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Texas,-0.74184121
