Year Week,Week,destination_state,Index YOY Change-Booking-Hotel
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Pennsylvania,-0.028982135
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,New York,0.031632068
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Ohio,-0.012192978
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,North Carolina,0.060036522
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,North Dakota,0.026680587
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,South Carolina,0.037195298
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Oregon,0.028489321
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,North Carolina,-0.059900224
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Rhode Island,-0.241018013
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,South Carolina,0.008985094
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,North Dakota,-0.084873771
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,New York,-0.067159297
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,New Mexico,-0.057446021
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Ohio,-0.069078272
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Pennsylvania,-0.103784581
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Oklahoma,-0.144149081
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Oregon,-0.089212063
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,South Carolina,-0.236518616
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Pennsylvania,-0.4787099
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,New Mexico,-0.333587308
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,New York,-0.391240406
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Oklahoma,-0.461351028
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,North Dakota,-0.390709847
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Oregon,-0.388517123
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Rhode Island,-0.435228037
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,North Carolina,-0.387790187
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Ohio,-0.437346328
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,North Dakota,-1.038661276
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,New Mexico,-0.633523894
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Rhode Island,-0.952988701
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Oklahoma,-0.891317185
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Oregon,-0.883027245
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,South Carolina,-0.711237786
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,New York,-0.862514121
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Pennsylvania,-0.949767669
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,North Carolina,-0.836293265
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Ohio,-0.900302589
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Rhode Island,-0.969463062
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,New Mexico,-0.83960266
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,South Carolina,-0.826578225
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Ohio,-0.991791083
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Oklahoma,-0.987078868
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Oregon,-0.994687194
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,New York,-0.955494673
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Pennsylvania,-1.033544426
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,North Dakota,-1.154528319
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,North Carolina,-0.941596496
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Rhode Island,-0.956888531
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,New Mexico,-0.893969208
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Oklahoma,-1.003678627
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,New York,-0.971791651
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,North Carolina,-0.952603717
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Ohio,-0.997408656
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Pennsylvania,-1.039497671
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Oregon,-1.004580684
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,South Carolina,-0.862830721
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,North Dakota,-1.160770894
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Ohio,-0.998132393
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Rhode Island,-0.956954161
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,New Mexico,-0.921806069
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Oregon,-1.00681087
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,New York,-0.97052091
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Oklahoma,-1.023193923
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Pennsylvania,-1.046861501
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,South Carolina,-0.872654871
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,North Dakota,-1.162894832
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,North Carolina,-0.969019846
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,South Carolina,-0.835057326
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Rhode Island,-0.986611376
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Ohio,-0.972819894
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,New Mexico,-0.885425625
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,New York,-0.942603295
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Pennsylvania,-1.018567599
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,North Carolina,-0.92318344
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,North Dakota,-1.123198581
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Oregon,-0.966232064
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Oklahoma,-0.983164195
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Rhode Island,-1.017261477
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,New Mexico,-0.839105034
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,North Dakota,-1.114584374
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,North Carolina,-0.922395564
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,New York,-0.932878319
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Pennsylvania,-1.013171739
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,South Carolina,-0.809866068
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Ohio,-0.958933517
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Oklahoma,-0.969092656
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Oregon,-0.955537078
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,North Dakota,-1.063703246
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Oklahoma,-0.911870345
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,South Carolina,-0.719916575
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Pennsylvania,-0.98856882
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,New Mexico,-0.804444112
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Oregon,-0.93127312
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Rhode Island,-0.991138461
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Ohio,-0.91376307
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,New York,-0.911787363
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,North Carolina,-0.871843196
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,North Carolina,-0.805865207
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,North Dakota,-1.003732937
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,New York,-0.879141215
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,South Carolina,-0.621676165
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Oklahoma,-0.862748872
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Pennsylvania,-0.925897217
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,New Mexico,-0.751744336
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Oregon,-0.905888547
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Rhode Island,-0.959746695
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Ohio,-0.845493822
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Rhode Island,-0.940256207
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Oregon,-0.874092819
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Oklahoma,-0.818653084
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,New Mexico,-0.715797515
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,North Carolina,-0.771435146
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Ohio,-0.806759826
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,South Carolina,-0.557182418
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,New York,-0.862264314
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Pennsylvania,-0.93893672
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,North Dakota,-0.94573108
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Rhode Island,-0.865607206
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,North Carolina,-0.690863782
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,New York,-0.817526381
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Ohio,-0.740051868
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,South Carolina,-0.432572396
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,North Dakota,-0.874867996
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,New Mexico,-0.664672294
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Oregon,-0.803367171
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Pennsylvania,-0.877980265
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Oklahoma,-0.721727572
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Rhode Island,-0.86013975
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Oregon,-0.770945633
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Oklahoma,-0.65904095
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,New York,-0.782811633
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,North Dakota,-0.800221455
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Pennsylvania,-0.839840677
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Ohio,-0.675491243
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,New Mexico,-0.641666697
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,South Carolina,-0.418068627
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,North Carolina,-0.643370457
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Oregon,-0.751738269
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,North Dakota,-0.741660677
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,South Carolina,-0.353122102
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Rhode Island,-0.79029525
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,New York,-0.746443183
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,New Mexico,-0.620534324
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Pennsylvania,-0.781265169
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Oklahoma,-0.588868207
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Ohio,-0.630641145
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,North Carolina,-0.585457055
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,North Carolina,-0.453876748
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,North Dakota,-0.619798643
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Oklahoma,-0.465050947
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Rhode Island,-0.651731575
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,New York,-0.63390972
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Pennsylvania,-0.668354878
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,South Carolina,-0.248167837
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,New Mexico,-0.50644053
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Oregon,-0.625317683
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Ohio,-0.486036659
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Rhode Island,-0.746229026
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Pennsylvania,-0.725108329
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,North Dakota,-0.749468683
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Ohio,-0.560750521
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,New Mexico,-0.602063468
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,New York,-0.707516252
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Oregon,-0.691549545
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,North Carolina,-0.596161675
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Oklahoma,-0.624206741
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,South Carolina,-0.479786619
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Rhode Island,-0.683920268
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,New Mexico,-0.575103809
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,South Carolina,-0.439592655
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,North Dakota,-0.706660759
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Pennsylvania,-0.680357836
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Ohio,-0.530826708
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Oregon,-0.642320521
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,New York,-0.658043952
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,North Carolina,-0.581230979
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Oklahoma,-0.639330726
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Rhode Island,-0.594569851
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,North Dakota,-0.647080961
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,South Carolina,-0.457498826
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,New Mexico,-0.537427254
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Ohio,-0.55330466
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Oregon,-0.649275702
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Pennsylvania,-0.672273908
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Oklahoma,-0.643666655
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,North Carolina,-0.59871891
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,New York,-0.611423631
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Virginia,0.0004205
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Utah,-0.007642199
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Vermont,-0.013681926
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Texas,-0.007566146
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Washington,-0.001694832
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Tennessee,-0.004606475
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,West Virginia,-0.010869727
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,South Dakota,-0.007371458
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Wisconsin,-0.003943415
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,West Virginia,0.032610847
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Vermont,-0.021604593
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Tennessee,0.080682956
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Utah,0.069205174
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Virginia,0.083988498
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Washington,0.047815131
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,South Dakota,0.110421568
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Texas,0.086029336
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Wisconsin,0.018585187
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,West Virginia,-0.006682685
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Virginia,0.063451139
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Washington,0.025773108
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,South Dakota,0.034739392
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Wisconsin,-0.024306808
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Texas,0.066547338
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Utah,0.080715807
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Tennessee,0.025926201
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Vermont,0.020852054
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Tennessee,0.060536018
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Vermont,-0.098202455
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,West Virginia,-0.089774476
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Wisconsin,0.023260905
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Texas,0.032508986
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Washington,-0.048189543
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Utah,-0.036910193
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Virginia,0.039977686
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,South Dakota,-0.00350304
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Tennessee,0.013117547
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Washington,-0.005572253
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Vermont,0.045198982
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Virginia,0.058681338
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Texas,0.070789906
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,South Dakota,0.087355014
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,West Virginia,-0.008141098
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Wisconsin,0.029079737
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Utah,0.049967751
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Wisconsin,0.035307789
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Virginia,0.072391855
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Utah,0.021709988
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Vermont,-0.044498143
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,West Virginia,-0.052362235
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Texas,0.086168285
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Tennessee,0.071401064
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,South Dakota,0.180523804
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Washington,0.063269432
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Wisconsin,0.036156823
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Utah,0.044877399
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,West Virginia,-0.010786999
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Tennessee,0.030042402
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,South Dakota,0.087300619
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Texas,0.069366095
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Virginia,0.049663457
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Washington,0.06126341
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Vermont,-0.003740661
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Texas,0.048379769
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Washington,-0.016084401
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Wisconsin,-0.043126398
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Utah,-0.045832205
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,West Virginia,-0.148800916
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Virginia,0.020897556
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Vermont,-0.06350367
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,South Dakota,0.033736331
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Tennessee,0.0353742
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,West Virginia,-0.202735024
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Texas,-0.041561452
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Washington,-0.23538868
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Utah,-0.165214909
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Vermont,-0.243453179
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,South Dakota,-0.035696095
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Virginia,-0.077855553
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Tennessee,-0.038856398
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Wisconsin,-0.11385553
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Utah,-0.528796082
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,West Virginia,-0.507188276
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Vermont,-0.618266859
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,South Dakota,-0.303983103
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Tennessee,-0.372701171
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Washington,-0.529911937
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Wisconsin,-0.486800487
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Virginia,-0.357826827
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Texas,-0.323377949
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,South Dakota,-0.811450021
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,West Virginia,-0.982517193
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Virginia,-0.755114937
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Vermont,-1.158056379
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Washington,-0.848888931
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Wisconsin,-1.012408514
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Tennessee,-0.811935972
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Texas,-0.811875656
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Utah,-1.004477823
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Wisconsin,-1.086117704
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,South Dakota,-0.932303292
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Vermont,-1.229577715
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Utah,-1.095025586
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Virginia,-0.855060867
