year,month,day,statefips,spend_acf,spend_aer,spend_all,spend_all_inchigh,spend_all_inclow,spend_all_incmiddle,spend_apg,spend_grf,spend_hcs,spend_tws
2020,1,24,1,-0.00137,0.034,0.00683,0.0198,0.000972,0.00817,-0.0217,0.00713,0.0556,-0.0184
2020,1,24,2,0.00486,0.0552,-0.0242,-0.00965,.,-0.0652,0.155,-0.0326,-0.151,-0.0709
2020,1,24,4,-0.0088,0.0467,-0.0122,-0.00783,-0.00935,-0.0157,-0.0125,-0.0119,0.0216,-0.045
2020,1,24,5,0.0251,-0.0511,-0.00715,-0.00627,-0.00206,-0.01,0.00844,-0.0282,0.0072,0.00273
2020,1,24,6,0.00392,-0.00404,0.00812,0.00715,0.0125,0.00907,-0.0114,0.0162,0.0196,-0.00433
2020,1,24,8,0.00475,-0.0329,0.0135,0.0135,0.00273,0.0155,0.0163,0.0343,-0.00505,0.0168
2020,1,24,9,0.0392,-0.0139,-0.00537,-0.0159,-0.00123,0.0187,-0.0173,0.0043,0.0322,0.0352
2020,1,24,10,-0.032,-0.0532,-0.0063,0.000348,-0.0332,-0.00839,-0.0767,-0.0214,0.13,0.0377
2020,1,24,11,-0.000389,-0.00741,-0.00333,0.00306,-0.0474,-0.0065,-0.0504,-0.00668,0.137,0.00572
2020,1,24,12,-0.0197,-0.0443,-0.0146,-0.013,-0.0247,-0.0111,-0.00991,-0.0114,-0.0177,-0.00564
2020,1,24,13,-0.0122,-0.0969,-0.0136,-0.0249,-0.012,-0.00734,0.000568,-0.00102,-0.0179,0.0164
2020,1,24,15,0.00951,-0.0849,0.0122,-0.00256,0.108,0.0314,-0.00419,-0.013,0.151,-0.00481
2020,1,24,16,-0.000871,0.0454,-0.0141,-0.0471,-0.0182,-0.0112,-0.00825,-0.00312,0.0157,-0.0276
2020,1,24,17,0.000601,-0.179,-0.0314,-0.0415,-0.0277,-0.025,-0.0438,-0.0309,-0.0346,-0.0578
2020,1,24,18,0.0106,-0.00687,-0.0135,-0.0525,-0.000123,-0.00755,0.0496,-0.0331,-0.105,-0.0169
2020,1,24,19,-0.0115,0.0398,-0.0124,-0.0274,0.00925,-0.00941,-0.0033,-0.0495,-0.0184,-0.0485
2020,1,24,20,0.0763,0.0289,0.0329,0.0708,0.0629,0.0155,0.105,0.016,-0.0796,0.0399
2020,1,24,21,0.0196,-0.00917,-0.00518,-0.000373,-0.00413,-0.00436,0.0146,-0.0212,-0.0524,-0.0506
2020,1,24,22,0.0133,-0.308,0.00323,-0.0096,-0.023,0.0187,0.0168,0.00103,0.0646,-0.0358
2020,1,24,23,0.0388,0.00588,0.0125,-0.035,0.00664,0.0209,0.0774,-0.00677,0.00738,0.0128
2020,1,24,24,-0.0406,-0.0786,-0.0166,-0.026,0.0237,-0.00597,-0.00833,-0.0288,0.00114,0.019
2020,1,24,25,0.0253,-0.052,-0.00393,-0.00752,-0.0248,0.00457,0.0356,-0.0322,0.0385,-0.0396
2020,1,24,26,-0.0202,-0.0507,-0.0403,-0.0154,-0.0418,-0.0447,-0.0348,-0.055,-0.0985,-0.0319
2020,1,24,27,-0.0365,-0.046,-0.0321,-0.0359,0.00909,-0.0306,-0.0282,-0.0719,-0.0439,-0.0383
2020,1,24,28,-0.00599,-0.0334,0.00425,-0.0153,-0.00264,0.0239,0.00139,0.0207,-0.0424,0.00105
2020,1,24,29,-0.069,-0.0947,-0.0166,-0.0536,-0.0345,0.00463,-0.0119,-0.00253,-0.0228,-0.0153
2020,1,24,30,-0.0206,0.133,0.00121,.,0.0133,0.000915,0.0447,0.0278,-0.121,-0.00914
2020,1,24,31,0.0494,-0.0514,0.0169,0.0135,0.0655,0.0115,-0.00173,0.0172,0.0186,0.00715
2020,1,24,32,-0.00974,-0.0886,-0.00603,-0.0166,0.0121,-0.00579,-0.00772,0.0118,-0.0711,0.0105
2020,1,24,33,0.071,0.0185,0.0197,0.0124,0.135,0.0241,0.0132,-0.0029,-0.016,-0.0406
2020,1,24,34,-0.00731,0.015,-0.00537,-0.00759,0.00664,-0.00402,-0.0074,-0.0201,-0.0472,0.00661
2020,1,24,35,-0.0154,0.118,0.00416,0.0379,-0.00778,0.00581,0.0464,0.00487,-0.0245,0.0373
2020,1,24,36,0.00198,-0.036,-0.00627,-0.00386,0.00058,-0.0101,0.0149,-0.0222,-0.0288,0.0598
2020,1,24,37,-0.0125,-0.0368,-0.0126,-0.00956,-0.0139,-0.0136,-0.00719,-0.00898,0.0204,-0.00404
2020,1,24,38,-0.0484,-0.107,-0.0309,-0.0167,-0.0576,-0.0339,-0.0379,-0.0509,-0.0703,-0.0596
2020,1,24,39,0.0745,0.0533,-0.00231,-0.00683,-0.00309,-0.00123,0.0331,-0.000952,-0.0537,0.0375
2020,1,24,40,-0.0000924,0.0192,-0.00203,0.0313,0.00947,-0.0169,-0.00514,-0.00665,-0.034,-0.0433
2020,1,24,41,-0.0216,0.00932,0.00901,0.0238,0.049,-0.00232,-0.0235,-0.0147,0.0302,-0.0157
2020,1,24,42,0.027,0.03,-0.00197,-0.00225,0.0124,-0.007,-0.00527,-0.0163,0.0561,0.0225
2020,1,24,44,0.0401,0.98,-0.0242,0.0139,-0.0804,-0.0408,0.0656,-0.0379,0.149,-0.144
2020,1,24,45,-0.0266,-0.048,-0.0191,-0.0111,-0.019,-0.0208,-0.0155,-0.00517,-0.0166,-0.0122
2020,1,24,46,-0.0382,-0.0167,-0.0303,-0.0845,0.00435,-0.0251,-0.047,-0.0265,0.00181,-0.00558
2020,1,24,47,0.00113,-0.151,-0.0099,0.00658,-0.00772,-0.0142,-0.02,0.0102,-0.0278,-0.0421
2020,1,24,48,0.0103,0.0422,0.00567,-0.00329,0.00304,0.0135,-0.00293,0.00471,-0.00112,0.000332
2020,1,24,49,-0.0236,-0.0246,-0.00243,-0.0121,-0.0132,0.00659,0.0116,-0.00708,0.00628,0.0206
2020,1,24,50,0.143,-0.0355,0.0686,0.0381,.,0.0721,0.0265,-0.0138,0.398,0.0143
2020,1,24,51,-0.0311,-0.0173,-0.0192,-0.0222,-0.00921,-0.0191,-0.0468,0.0013,-0.0353,0.0255
2020,1,24,53,-0.0146,-0.0535,-0.00281,-0.00561,-0.00687,0.000327,-0.0185,-0.0163,0.082,-0.0512
2020,1,24,54,0.0264,-0.00149,-0.00886,0.128,-0.00605,-0.0211,-0.0372,-0.035,0.00248,0.00906
2020,1,24,55,-0.027,-0.0818,-0.0406,-0.0246,-0.036,-0.047,-0.0333,-0.0613,0.0329,-0.0384
2020,1,24,56,-0.0147,-0.108,0.0334,0.0171,0.0894,0.0331,0.0294,0.0275,0.144,0.0286
2020,1,25,1,5.47E-06,0.0125,0.00655,0.0149,0.00243,0.00769,-0.0215,0.0387,0.0435,-0.0251
2020,1,25,2,-0.0689,0.0198,-0.0447,-0.0425,.,-0.058,0.147,-0.0379,-0.0826,-0.174
2020,1,25,4,-0.00628,0.0515,-0.00996,-0.0092,-0.00994,-0.0104,-0.00176,0.000949,0.0155,-0.0245
2020,1,25,5,0.0311,-0.0161,0.00586,0.0233,0.0102,0.00242,0.0241,-0.005,0.0126,0.019
2020,1,25,6,-0.00327,-0.0132,0.0056,0.00425,0.00719,0.00767,-0.0044,0.0138,0.0157,-0.00743
2020,1,25,8,-0.00171,-0.0251,0.0125,0.00965,-0.0123,0.0204,0.00567,0.0198,-0.0211,0.0167
2020,1,25,9,0.0671,-0.0222,-0.00204,-0.012,-0.028,0.0261,0.00838,-0.00421,0.00071,0.0371
2020,1,25,10,-0.00456,-0.102,0.0014,-0.00487,0.05,0.00254,0.00927,-0.0134,0.0885,0.033
2020,1,25,11,0.017,-0.0502,0.00932,0.0141,-0.0206,0.00875,-0.0533,-0.00114,0.149,-0.00957
2020,1,25,12,-0.0165,-0.0247,-0.0125,-0.0119,-0.0213,-0.00919,-0.00714,-0.00966,-0.0174,-0.00357
2020,1,25,13,-0.00871,-0.109,-0.00713,-0.0207,-0.00409,-0.0000941,0.0137,0.00949,-0.0127,0.0224
2020,1,25,15,0.0183,-0.0894,0.0134,0.00296,0.0881,0.0263,-0.012,-0.00965,0.13,0.0167
2020,1,25,16,-0.00104,0.116,-0.006,-0.00929,-0.0197,-0.00303,0.0241,0.000352,0.0146,-0.0249
2020,1,25,17,0.0277,-0.165,0.00167,-0.0113,-0.000189,0.0118,0.00739,0.063,-0.0173,-0.0266
2020,1,25,18,-0.00579,-0.0183,0.00246,-0.0177,-0.00315,0.00909,0.085,0.00826,-0.0719,-0.011
2020,1,25,19,0.0234,0.0648,0.0401,0.0377,0.0453,0.0403,0.0633,0.0611,0.00771,-0.0046
2020,1,25,20,0.0677,-0.0372,0.0268,0.0622,0.048,0.0128,0.0993,0.0377,-0.0863,0.0213
2020,1,25,21,0.0236,-0.0296,0.00293,-0.0311,-0.00636,0.0116,-0.00284,0.0168,-0.0766,0.00249
2020,1,25,22,0.0168,-0.264,0.0149,0.0524,-0.0182,0.0277,0.0455,0.0238,0.035,-0.0135
2020,1,25,23,0.0695,0.0295,0.0168,-0.00105,0.0205,0.0174,0.0412,0.0011,0.0181,0.0377
2020,1,25,24,-0.00188,-0.0441,0.00162,-0.00922,0.0693,0.00669,0.0217,0.0137,-0.00111,0.0405
2020,1,25,25,0.0359,-0.0684,0.0126,0.00776,-0.0331,0.0259,0.0419,0.0198,0.0519,-0.012
2020,1,25,26,0.0109,-0.017,-0.0126,-0.00449,-0.0174,-0.0121,0.0355,0.00936,-0.0857,-0.0283
2020,1,25,27,0.00121,-0.018,-0.000591,-0.00748,0.0352,0.00409,0.025,-0.0111,-0.0362,-0.0215
2020,1,25,28,-0.00946,-0.0455,-0.00186,-0.013,-0.00685,0.0113,-0.0313,0.0461,-0.0426,0.0178
2020,1,25,29,-0.0828,-0.0769,-0.00602,-0.0516,-0.00918,0.0132,0.0183,0.0597,0.00237,-0.0089
2020,1,25,30,-0.00426,0.13,0.000771,.,0.0161,0.000259,0.0762,0.0107,-0.192,-0.00517
2020,1,25,31,0.0392,-0.0663,0.0113,0.0128,0.0449,0.00602,0.00469,0.0344,0.0356,0.000769
2020,1,25,32,-0.0101,-0.0767,-0.00239,-0.00315,0.0122,-0.00631,0.011,0.0152,-0.108,0.0285
2020,1,25,33,0.0907,0.0224,0.0293,0.0215,0.158,0.034,0.00335,0.0151,-0.0859,-0.0131
2020,1,25,34,0.00977,0.0307,0.000423,-0.00171,0.0106,0.00188,-0.00361,-0.0116,-0.0307,0.00355
2020,1,25,35,-0.0396,0.0771,-0.00666,0.052,-0.00818,-0.0125,0.0398,0.00109,-0.0344,0.0209
2020,1,25,36,0.0317,0.00478,0.0117,0.00752,0.0222,0.0148,0.0203,0.024,-0.0168,0.0773
2020,1,25,37,-0.0186,-0.0413,-0.011,-0.00425,-0.00712,-0.0152,-0.0131,-0.00282,0.0174,0.00766
2020,1,25,38,-0.00667,-0.0858,-0.00794,-0.0109,-0.00451,-0.00692,0.0166,-0.00583,-0.0552,-0.0261
2020,1,25,39,0.0741,-0.00275,0.0302,0.0268,0.0286,0.0314,0.0651,0.102,-0.0725,0.0572
2020,1,25,40,0.0416,0.141,0.0304,0.0569,0.0435,0.0169,0.0446,0.0496,-0.0676,0.023
2020,1,25,41,-0.0328,-0.0311,-0.000276,-0.00261,0.0437,-0.00601,-0.0149,-0.0175,0.0368,-0.022
2020,1,25,42,0.0435,0.0431,0.0182,0.0258,0.02,0.013,0.0424,0.0318,0.0359,0.0329
2020,1,25,44,0.0459,0.958,0.00249,0.0114,-0.0762,0.0196,0.0714,-0.0329,0.185,-0.0336
2020,1,25,45,-0.0161,-0.0495,-0.0128,-0.00147,-0.0136,-0.0148,-0.00779,0.00491,0.00582,0.00105
2020,1,25,46,-0.00708,-0.0618,-0.011,-0.0169,-0.0041,-0.0109,0.00414,0.0213,0.0117,-0.00997
2020,1,25,47,0.00695,-0.103,-0.00386,0.0191,-0.00332,-0.00757,-0.0143,0.0167,-0.0103,-0.0337
2020,1,25,48,0.00818,0.0345,0.00158,-0.00916,0.0000568,0.0105,-0.00783,0.00929,-0.00177,-0.00604
2020,1,25,49,-0.0323,-0.011,-0.00491,-0.0149,-0.00428,0.00274,0.0114,-0.0189,-0.00683,0.00948
2020,1,25,50,0.116,-0.263,0.0552,0.027,.,0.0615,0.00552,0.0276,0.303,0.0432
2020,1,25,51,-0.0116,-0.00434,-0.00599,-0.00508,-0.00963,-0.00578,-0.00897,0.0295,-0.0159,0.0202
2020,1,25,53,-0.00585,-0.0603,0.00204,-0.00422,0.00296,0.00843,-0.0257,-0.00412,0.0668,-0.0222
2020,1,25,54,0.0513,0.00335,0.0314,0.132,0.0291,0.0264,0.00685,0.0481,-0.0339,0.0624
2020,1,25,55,-0.00235,-0.0322,-0.0152,-0.00737,-0.00742,-0.019,0.0135,-0.0152,-0.00501,-0.00805
2020,1,25,56,0.000232,-0.0432,0.028,0.0241,0.0369,0.0281,0.00112,0.0154,0.131,0.0203
2020,1,26,1,-0.0217,0.0000855,-0.0134,-0.00123,-0.0204,-0.0108,-0.0415,0.0139,0.0428,-0.0222
2020,1,26,2,-0.113,0.0652,-0.0271,-0.0226,.,-0.0443,0.195,-0.0223,-0.0965,-0.136
2020,1,26,4,-0.00746,0.034,-0.00885,-0.00643,-0.0132,-0.00886,0.00312,0.0173,0.00764,-0.0183
2020,1,26,5,-0.0072,0.0829,-0.0098,0.0384,-0.00678,-0.0143,-0.0162,-0.00312,0.00892,0.00997
2020,1,26,6,-0.00725,-0.00986,0.00688,0.00645,0.00456,0.00797,0.000153,0.0209,0.0132,0.00114
2020,1,26,8,0.00112,-0.048,0.00968,0.00542,-0.0165,0.0193,0.00737,0.0248,-0.0299,0.017
2020,1,26,9,0.0466,-0.0472,0.00735,0.00115,-0.0204,0.0266,0.0339,0.0829,-0.0105,0.0869
2020,1,26,10,0.00242,-0.177,0.00226,-0.0172,-0.0266,0.0124,-0.0105,0.02,0.083,0.0601
2020,1,26,11,-0.00889,-0.058,0.00863,0.00993,-0.0126,0.0198,-0.0463,0.0301,0.15,0.0321
2020,1,26,12,-0.0159,-0.0206,-0.00959,-0.00788,-0.0176,-0.0069,-0.001,-0.000281,-0.0142,0.0015
2020,1,26,13,-0.0346,-0.101,-0.0201,-0.0299,-0.0164,-0.0156,-0.0071,0.00439,-0.0136,0.00601
2020,1,26,15,0.00696,-0.0613,0.00627,0.00253,0.0213,0.0114,-0.0126,0.00771,0.0901,-0.00372
2020,1,26,16,-0.00646,0.0621,-0.0134,-0.0149,-0.0343,-0.00906,0.029,0.00752,0.0108,-0.0326
2020,1,26,17,-0.0089,-0.182,-0.0301,-0.0416,-0.0236,-0.0234,-0.0331,0.00402,-0.0359,-0.0571
2020,1,26,18,-0.0493,-0.0274,0.00181,-0.00796,0.0037,0.00362,0.0442,0.0222,-0.0805,-0.00818
2020,1,26,19,0.00952,0.109,0.0186,0.0182,0.028,0.0173,0.0547,0.0000736,0.000534,-0.0109
2020,1,26,20,-0.00456,-0.0101,-0.00651,0.00103,0.0199,-0.0167,0.0135,-0.00114,-0.079,0.0185
2020,1,26,21,-0.00353,-0.0691,0.00529,-0.000395,-0.00368,0.0116,-0.0213,0.0613,-0.0822,0.0162
2020,1,26,22,0.0147,-0.0882,0.00915,0.0877,-0.0239,0.017,0.00908,0.0281,0.0356,-0.0178
2020,1,26,23,0.0411,-0.0733,0.0603,0.0395,0.0613,0.0624,0.0896,0.142,0.0205,0.0895
2020,1,26,24,-0.0187,-0.0548,-0.0101,-0.016,0.0393,-0.0117,0.000804,0.0272,-0.0121,0.0391
2020,1,26,25,0.0412,-0.0783,0.038,0.0372,0.0415,0.0375,0.0296,0.153,0.0441,0.00531
2020,1,26,26,0.00343,-0.0963,-0.032,-0.0304,-0.0308,-0.0327,-0.000387,-0.0163,-0.0845,-0.0399
2020,1,26,27,0.00472,0.0114,-0.00169,-0.00879,0.0266,0.00351,0.0425,-0.0135,-0.0372,-0.0172
2020,1,26,28,-0.0131,0.0233,-0.0046,-0.00927,-0.00388,-0.00573,-0.0559,0.0581,-0.0365,-0.0166
2020,1,26,29,-0.0858,-0.0563,-0.0251,-0.0443,-0.0225,-0.0188,-0.0278,0.0288,0.000873,-0.029
2020,1,26,30,-0.0309,0.198,-0.0177,.,0.0157,-0.0225,0.084,0.00504,-0.198,-0.0147
2020,1,26,31,0.00345,-0.0559,-0.000214,0.0135,0.0343,-0.0106,-0.001,0.0192,0.0338,-0.0243
2020,1,26,32,-0.0208,-0.0836,-0.00438,-0.00161,0.0123,-0.0107,0.0217,0.0245,-0.0948,0.0296
2020,1,26,33,0.0537,-0.0269,0.0589,0.0541,0.0154,0.0641,0.0391,0.134,-0.0866,0.0333
2020,1,26,34,-0.0134,-0.00152,0.00328,0.00639,0.00901,-0.00392,0.00021,0.0548,-0.0253,0.015
2020,1,26,35,-0.0619,0.0908,-0.00538,0.00173,0.00105,-0.00879,0.0446,0.0303,-0.00875,0.00425
2020,1,26,36,-0.00126,-0.0139,0.0116,0.0135,0.00854,0.0102,-0.00144,0.0732,-0.0204,0.0902
2020,1,26,37,-0.0232,-0.0744,-0.0118,0.00597,-0.0096,-0.0203,-0.00336,0.0161,0.0183,0.0162
2020,1,26,38,0.00259,-0.0527,-0.0154,-0.0233,-0.000948,-0.0136,-0.00287,-0.0213,-0.0513,-0.0296
2020,1,26,39,-0.00707,-0.0219,-0.00568,-0.00471,-0.00546,-0.00594,0.014,0.0444,-0.0875,0.00832
2020,1,26,40,-0.0156,0.0928,0.0034,0.0261,0.00248,-0.00282,0.00803,0.0326,-0.0708,-0.0169
2020,1,26,41,-0.0481,-0.0501,0.00188,0.0102,0.0324,-0.0057,-0.000197,-0.00131,0.0403,-0.0171
2020,1,26,42,-0.00444,-0.0115,0.013,0.0287,0.0115,0.00377,0.0121,0.0791,0.0371,0.0439
2020,1,26,44,-0.0315,0.937,0.0143,0.0143,-0.124,0.0624,0.0546,0.118,0.159,-0.0262
2020,1,26,45,-0.022,-0.052,-0.0156,-0.000701,-0.00869,-0.0209,-0.00181,0.0117,0.00551,-0.00876
2020,1,26,46,0.00635,-0.0548,-0.0128,-0.0156,-0.0348,-0.00869,-0.00322,0.00106,-0.00781,-0.0131
2020,1,26,47,-0.00948,-0.0779,-0.0123,0.00742,-0.0101,-0.017,-0.0201,0.0186,-0.00346,-0.0531
2020,1,26,48,-0.00367,0.0261,-0.00286,-0.0131,-0.00222,0.00475,-0.0105,0.017,-0.00241,-0.00893
2020,1,26,49,-0.0237,-0.0199,-0.00503,-0.00478,0.0038,-0.00632,0.006,-0.0273,-0.0138,0.00302
2020,1,26,50,0.000563,-0.448,0.0469,0.0227,.,0.0507,-0.0479,0.123,0.284,0.126
2020,1,26,51,-0.023,0.0118,-0.00895,-0.0107,-0.0063,-0.0078,-0.0138,0.0464,-0.011,0.0273
2020,1,26,53,-0.00766,-0.0798,0.00166,-0.00279,-0.0136,0.00732,-0.0224,-0.00361,0.0412,-0.0101
2020,1,26,54,0.0162,-0.101,0.0198,0.12,0.0184,0.014,-0.0331,0.0622,-0.04,0.0721
2020,1,26,55,0.00303,-0.0172,-0.0295,-0.0297,-0.026,-0.0298,0.0116,-0.0466,-0.018,-0.0222
2020,1,26,56,0.0223,0.0189,0.031,0.0298,0.017,0.0321,0.0123,0.0114,0.132,0.0337
2020,1,27,1,-0.0186,-0.0283,-0.0218,-0.0101,-0.0275,-0.0203,-0.0169,-0.0211,0.0302,-0.0181
2020,1,27,2,-0.146,0.15,-0.0282,-0.0397,.,-0.0142,0.187,-0.0176,-0.105,-0.145
2020,1,27,4,0.00121,0.0402,-0.0174,-0.0194,-0.024,-0.0142,-0.00284,-0.00121,-0.00184,-0.0186
2020,1,27,5,-0.0148,0.111,-0.0142,0.0513,-0.0192,-0.0151,-0.0157,-0.0254,0.0814,-0.0292
2020,1,27,6,-0.0168,0.0143,-0.00248,-0.00391,-0.00323,0.000139,-0.0158,0.00142,-0.00445,-0.00705
2020,1,27,8,-0.00497,-0.0499,-0.00196,-0.00352,-0.0253,0.00416,-0.00706,0.00152,-0.0124,-0.00641
2020,1,27,9,-0.0146,-0.0924,-0.035,-0.038,-0.065,-0.0228,-0.0334,-0.0325,-0.0465,0.0253
2020,1,27,10,-0.0246,-0.171,-0.025,-0.0458,-0.027,-0.0153,-0.00938,-0.0152,0.054,-0.00119
2020,1,27,11,-0.0351,-0.0387,-0.0144,-0.0141,-0.0132,-0.0136,-0.062,-0.00904,0.217,0.0816
2020,1,27,12,-0.00274,0.00011,-0.0038,-0.00865,-0.0148,0.00174,0.0191,0.014,-0.0106,-0.00833
2020,1,27,13,-0.0211,-0.0486,-0.0213,-0.0299,-0.0133,-0.0188,-0.00701,-0.0105,-0.0133,-0.0106
2020,1,27,15,0.0131,-0.048,0.0133,0.016,0.075,0.00511,-0.00426,-0.000535,0.0759,-0.0116
2020,1,27,16,-0.01,0.0904,-0.0191,-0.00263,-0.0413,-0.0157,0.0301,0.016,0.0251,-0.045
2020,1,27,17,-0.0108,-0.212,-0.0455,-0.0571,-0.0275,-0.0421,-0.0406,-0.0426,-0.0602,-0.0673
2020,1,27,18,-0.0955,-0.0087,-0.047,-0.0432,-0.0469,-0.0479,-0.0254,-0.0571,-0.074,-0.0424
2020,1,27,19,0.0199,0.123,0.000836,-0.00263,0.0217,-0.00108,0.073,-0.0429,-0.00849,-0.0341
2020,1,27,20,-0.0213,-0.137,-0.0137,-0.0213,0.0178,-0.0224,0.00827,-0.0155,-0.0104,0.0107
2020,1,27,21,-0.0439,-0.0701,-0.0302,-0.00204,-0.0451,-0.024,-0.0728,-0.0133,-0.117,-0.0268
2020,1,27,22,0.0121,-0.116,-0.000105,0.089,-0.0269,0.00298,-0.000244,-0.00468,0.0792,-0.0445
2020,1,27,23,-0.0322,-0.135,-0.00875,-0.0093,-0.0095,-0.00834,0.00782,-0.0122,-0.0279,0.0317
2020,1,27,24,-0.0247,-0.0434,-0.0234,-0.0277,-0.00878,-0.0182,-0.0174,-0.0238,-0.0365,0.0101
2020,1,27,25,-0.0249,-0.0901,-0.0254,-0.0257,-0.00239,-0.0279,-0.0594,-0.0193,0.039,-0.0293
2020,1,27,26,0.0133,-0.0506,-0.0431,-0.0496,-0.0394,-0.0433,-0.00184,-0.0675,-0.0618,-0.0667
2020,1,27,27,0.0225,0.0499,-0.00584,-0.0112,-0.0128,-0.000415,0.0458,-0.0391,-0.00885,-0.0484
2020,1,27,28,-0.0143,-0.042,-0.009,0.026,-0.0151,-0.00487,-0.0593,0.0312,0.0257,-0.0271
2020,1,27,29,-0.0981,-0.00164,-0.0344,-0.0464,-0.0358,-0.0299,-0.028,-0.0185,-0.0193,-0.03
2020,1,27,30,-0.0605,0.128,-0.0209,.,0.00777,-0.0259,0.102,-0.00322,-0.12,-0.0131
2020,1,27,31,-0.00565,-0.0762,-0.0179,-0.0138,0.019,-0.0248,-0.0112,-0.0154,0.0325,-0.0415
2020,1,27,32,-0.0338,-0.0798,-0.0146,-0.00312,0.00256,-0.0257,0.00915,-0.00375,-0.112,-0.0157
2020,1,27,33,-0.0299,-0.0564,-0.0148,-0.023,0.00407,-0.00793,-0.075,-0.0292,-0.0913,-0.0119
2020,1,27,34,-0.0373,0.000925,-0.0188,-0.0148,-0.0163,-0.0269,-0.0319,-0.0142,-0.0206,0.00602
2020,1,27,35,-0.0367,0.0569,-0.0152,-0.0155,-0.00994,-0.0171,0.0419,0.0453,-0.0172,-0.0183
2020,1,27,36,-0.0281,-0.0209,-0.0182,-0.0105,-0.0268,-0.0252,-0.0379,-0.018,-0.0225,0.0553
2020,1,27,37,-0.00991,-0.0598,-0.0165,-0.00397,-0.00702,-0.025,0.00638,0.00529,0.00924,0.000487
2020,1,27,38,0.0184,-0.0213,-0.0139,-0.0167,0.00135,-0.015,0.0197,-0.0305,-0.0221,-0.0633
2020,1,27,39,-0.0772,-0.0642,-0.0508,-0.0392,-0.0513,-0.0526,-0.0653,-0.0544,-0.11,-0.0417
2020,1,27,40,0.00213,0.0556,-0.00405,-0.00272,-0.0119,-0.000723,0.0284,0.0102,-0.0636,-0.0118
2020,1,27,41,-0.0468,0.00337,-0.00546,0.00941,0.033,-0.0166,-0.0092,-0.0238,0.0643,-0.0597
2020,1,27,42,-0.0495,-0.0332,-0.0192,-0.00226,-0.0208,-0.0291,-0.0225,-0.0111,0.0292,0.00528
2020,1,27,44,-0.0488,1,-0.0122,-0.0221,-0.131,0.0378,-0.00508,-0.0155,0.291,-0.141
2020,1,27,45,-0.0232,-0.00741,-0.0187,-0.00501,-0.0149,-0.0228,0.0102,0.00445,0.0143,-0.0162
2020,1,27,46,0.0176,0.0179,-0.013,-0.0322,-0.0208,-0.00816,-0.0061,-0.00243,0.0133,-0.0422
2020,1,27,47,-0.0204,-0.0541,-0.0255,0.00484,-0.0264,-0.0289,-0.0179,-0.0168,-0.00739,-0.08
2020,1,27,48,-0.00735,0.0132,-0.00722,-0.0159,-0.00451,-0.00176,-0.0171,-0.00234,-0.00316,-0.0342
2020,1,27,49,-0.00241,0.0287,-0.0107,-0.0135,0.0086,-0.0111,0.00766,-0.0386,0.0203,-0.037
2020,1,27,50,-0.0694,-0.465,-0.029,-0.0745,.,-0.0218,-0.166,-0.0296,-0.0181,0.0936
2020,1,27,51,-0.0249,0.0269,-0.0143,-0.0141,-0.0214,-0.012,-0.0161,0.0132,0.0116,0.00624
2020,1,27,53,0.0138,-0.0197,0.0104,0.00207,0.0257,0.0181,-0.00926,-0.00443,0.0474,-0.0137
2020,1,27,54,-0.0414,-0.166,-0.00685,0.0772,-0.00684,-0.0127,-0.0503,-0.00259,-0.016,0.0411
2020,1,27,55,0.0167,0.0309,-0.0281,-0.0154,-0.0229,-0.0333,-0.00374,-0.0776,-0.0201,-0.0297
2020,1,27,56,0.0153,0.0776,0.0111,0.00595,-0.0157,0.0141,0.0264,-0.00803,0.0431,-0.0105
2020,1,28,1,-0.0194,0.00389,-0.0341,-0.000768,-0.0447,-0.0344,-0.0305,-0.0834,-0.0119,-0.0537
2020,1,28,2,-0.171,-0.0768,-0.0166,-0.0458,.,0.0361,0.15,0.00273,-0.00536,-0.0776
2020,1,28,4,-0.00549,0.0301,-0.00865,-0.018,-0.0143,-0.00143,-0.00202,0.000961,0.0132,0.00521
2020,1,28,5,-0.0127,0.0281,-0.021,0.0304,-0.0225,-0.0231,0.0109,-0.0274,0.0724,-0.0421
2020,1,28,6,-0.0264,-0.0106,-0.00909,-0.00946,-0.00744,-0.00879,-0.0134,-0.00765,-0.00289,0.014
2020,1,28,8,0.000563,-0.0178,0.00692,0.00835,-0.00755,0.00814,0.00514,0.0219,-0.00476,-0.0114
2020,1,28,9,-0.0536,-0.0931,-0.0592,-0.0585,-0.0844,-0.0562,-0.0391,-0.0737,-0.0463,0.019
2020,1,28,10,-0.0354,-0.233,-0.029,-0.06,-0.117,-0.0109,-0.0173,-0.025,0.0772,0.0121
2020,1,28,11,-0.066,0.102,0.000109,0.00372,-0.0206,0.000789,-0.0396,-0.0159,0.109,0.0985
2020,1,28,12,0.00301,0.000989,-0.00164,-0.0107,-0.00796,0.00316,0.0125,0.00604,0.00871,-0.00928
2020,1,28,13,-0.0247,-0.0425,-0.026,-0.0264,-0.0183,-0.0283,-0.0114,-0.0544,-0.0221,-0.0148
2020,1,28,15,0.0139,-0.0582,0.0107,0.0149,0.0197,0.00233,0.00872,-0.00488,0.0137,-0.000623
2020,1,28,16,-0.0106,0.0488,-0.0237,-0.0572,-0.0407,-0.0181,0.0241,0.00403,-0.0141,-0.0654
2020,1,28,17,-0.0032,-0.227,-0.0399,-0.049,-0.0263,-0.0371,-0.0293,-0.0481,-0.0505,-0.0593
